YEAR,TYPE,GAMES OFFICIATED,HTW%,HTPD,TPPG,CFPG,FAR%,FAH%
2013,CREW,46,0.63,4.3,192.5,40,49.6,50.4
2013,CREW,38,0.684,5.7,194.4,39.4,50.8,49.4
2013,CREW,1,1,5,181,48,52.1,47.9
2013,CREW,52,0.654,6.2,197.8,38.5,49.6,50.5
2013,CREW,52,0.558,3.7,193.8,38.8,49.7,50.4
2013,CREW,62,0.613,3.2,194.4,39.8,51.1,48.8
2013,CREW,13,0.615,4.8,196.4,42.4,53.2,46.8
2013,CREW,8,0.375,3,194.5,43.5,46.6,53.4
2013,CREW,2,1,20.5,201.5,39.5,48.1,51.9
2013,CREW,54,0.648,6.1,195.8,40,50.7,49.4
2013,CREW,58,0.603,3.5,190.3,39.3,51.1,48.9
2013,CREW,59,0.593,1.1,192.4,38.4,52.9,47
2013,CREW,59,0.627,3.8,198.3,39.7,50.9,49.2
2013,CREW,3,1,7.7,173.7,33.7,57.4,42.5
2012,MAIN,49,0.592,2.3,193,37.6,49.2,50.9
2012,MAIN,46,0.587,5.2,192.4,39.6,51,49
2012,MAIN,50,0.58,2,195.4,39.9,50.9,49
2012,MAIN,10,0.5,5.1,190.9,40.6,52,48
2012,MAIN,4,0.5,4.8,178.3,40.8,44.1,55.8
2012,MAIN,48,0.667,4.8,192.9,38.4,51.5,48.4
2012,MAIN,25,0.48,0.8,193,41.3,49.9,50.1
2012,MAIN,52,0.673,6.4,196.2,38.4,51.2,48.9
2012,MAIN,41,0.561,-0.3,191.4,41.7,53.1,47
2012,MAIN,1,1,12,196,45,51.1,48.9
2012,MAIN,8,0.5,-1.5,206.3,39,56.1,43.9
2012,MAIN,51,0.49,-0.9,193.6,38.6,50.7,49.4
2012,MAIN,46,0.565,2.2,189.8,37.9,49.7,50.3
2012,MAIN,50,0.5,-1.4,186.2,39.5,49.5,50.6
2012,MAIN,47,0.489,-1.2,192.7,39.5,50.8,49.2
2012,MAIN,2,0.5,13.5,164.5,37,44.6,55.4
2012,MAIN,1,0,-11,209,42,47.6,52.4
2012,MAIN,47,0.553,4.8,190,38,52.1,47.9
2012,MAIN,2,0,-15.5,177.5,31.5,52.4,47.6
2012,MAIN,2,1,23.5,201.5,30,48.3,51.7
2012,MAIN,22,0.5,2.7,190.2,41.9,50.8,49.1
2012,MAIN,50,0.52,1.7,188.4,37.4,51.1,49
2012,MAIN,47,0.532,0.3,194.3,38.7,51.1,48.8
2012,MAIN,53,0.679,5,193.1,39.8,51.3,48.7
2012,MAIN,1,1,7,181,37,43.2,56.8
2012,MAIN,1,1,31,209,31,51.6,48.4
2012,MAIN,13,0.923,8.2,194.7,41.2,49.7,50.4
2012,MAIN,53,0.66,5.1,193.7,37.7,52.2,47.9
2012,MAIN,49,0.592,4.2,193.7,39.2,50.2,49.8
2012,MAIN,1,1,17,161,33,42.4,57.6
2012,MAIN,1,1,5,163,45,55.6,44.4
2012,MAIN,52,0.654,3.7,198.4,40.7,53.1,46.9
2012,MAIN,44,0.591,4.1,188.7,39,53,47
2012,MAIN,20,0.7,3.1,197.6,40.1,49.8,50.1
2012,CREW,9,0.333,-8.6,193.9,40.8,53.9,46
2012,CREW,51,0.51,1.4,192.1,37.9,52,48.1
2012,CREW,2,0.5,-4.5,178.5,33.5,47.8,52.2
2012,CREW,1,1,13,163,39,43.6,56.4
2012,CREW,41,0.659,5.2,185.7,38.2,50.4,49.7
2012,CREW,48,0.542,2.1,192.7,40.5,52.1,47.8
2012,CREW,50,0.64,4.9,187.9,38,52.1,47.8
2012,CREW,46,0.522,0.8,189.3,38.9,50.2,49.8
2012,CREW,2,0.5,-5,190,40,51.3,48.8
2012,CREW,26,0.462,-0.1,190,37.3,48.8,51.4
2012,CREW,42,0.548,3.5,189.3,36.4,53.3,46.8
2012,CREW,45,0.422,0.9,198.2,40,52.6,47.6
2012,CREW,48,0.708,3.9,195.5,40,51.9,48.2
2012,CREW,3,0.667,3,173.7,39.3,59.4,40.7
2012,CREW,45,0.533,2.1,186,37.9,49.7,50.4
2012,CREW,50,0.74,5.5,192.4,39.2,52,47.9
2012,CREW,54,0.593,5.4,195.9,39.6,51.3,48.6
2012,CREW,23,0.652,5.1,192.2,40.3,51.7,48.2
2012,CREW,44,0.545,1.7,192.4,37.2,49.2,50.8
2012,CREW,43,0.605,3.6,196.8,38.8,50.4,49.6
2012,CREW,44,0.523,1.6,193.9,38.1,49.7,50.2
2012,CREW,46,0.587,1.8,191.1,41.2,52.9,47
2012,CREW,53,0.509,0,194.7,40.2,50.2,49.7
2012,CREW,48,0.667,6.2,191,40.5,51.1,49
2012,CREW,53,0.679,4.8,194.9,40,50.7,49.3
2012,CREW,44,0.568,2.9,192.3,39.9,50.9,49.2
2012,CREW,1,1,17,195,41,56.1,43.9
2012,CREW,45,0.6,2.8,196.5,39.5,51.7,48.2
2012,CREW,44,0.545,1.3,188.8,38.8,50.9,49.1
2012,CREW,28,0.5,-0.6,201.4,43.5,52.2,47.9
2012,CREW,51,0.471,-1.4,193.5,40.2,50.7,49.4
2012,CREW,50,0.5,2.5,188.9,39.9,52.1,48
2012,CREW,45,0.556,0.4,195.2,38.3,50.1,49.8
2012,CREW,51,0.627,2.1,196.3,39.6,50.8,49.3
2012,CREW,2,1,14.5,178.5,39,47.4,52.6
2012,CREW,49,0.653,3,191.2,37.3,49.8,50.1
2012,CREW,50,0.54,2.6,188.4,38.7,50.2,49.8
2012,CREW,9,0.778,5.1,194.7,41.9,52.8,47.2
2012,CREW,31,0.613,4.6,193.9,37.6,51.7,48.3
2012,CREW,44,0.591,4.5,193.4,40.8,50.7,49.2
2012,CREW,45,0.6,3.9,192.3,38.1,50.3,49.7
2012,CREW,51,0.706,4.7,191.6,40.5,51.2,48.9
2012,CREW,40,0.55,3.3,192.7,38.7,50.7,49.4
2012,CREW,9,0.444,0.6,189.4,36.7,47.8,52.1
2012,CREW,1,0,-11,209,42,47.6,52.4
2012,CREW,42,0.619,3.2,191,38.2,49.4,50.6
2012,CREW,41,0.659,3.9,195,38.3,52.3,47.8
2012,CREW,53,0.642,3.9,195.9,40.5,50.5,49.5
2012,CREW,8,0.875,7.6,198.6,41.6,52,48.1
2012,CREW,8,0.75,9.1,189.6,40.1,54.2,45.8
2012,CREW,43,0.581,1.2,190.7,38.9,52.5,47.4
2012,CREW,9,0.444,3,177.9,37.8,52.3,47.6
2012,CREW,50,0.58,2.1,191.8,37.2,51.9,48.2
2012,CREW,43,0.674,7.8,196.6,38.6,51.4,48.6
2012,CREW,41,0.463,-0.5,191.7,38.3,50.1,49.9
2012,CREW,35,0.6,1.7,193.5,40.3,50.7,49.3
2011,MAIN,70,0.671,5.9,201.9,42,50.6,49.3
2011,MAIN,62,0.565,2.3,198.3,40.1,51.4,48.6
2011,MAIN,64,0.609,2.8,196.4,40.8,51.3,48.7
2011,MAIN,69,0.725,5.1,196.9,39.8,50.8,49.3
2011,MAIN,5,0.6,4.4,187.2,41.4,51.2,48.8
2011,MAIN,19,0.579,1.7,202,41.4,48.9,51.1
2011,MAIN,65,0.523,1.2,199.5,43.9,51.2,48.7
2011,MAIN,64,0.609,3.1,203,44.2,51,49
2011,MAIN,72,0.569,3.1,198.5,41.2,50.4,49.6
2011,MAIN,1,0,-4,186,44,61.4,38.6
2011,MAIN,62,0.694,5,203,42,51,49
2011,MAIN,40,0.65,5.5,203.2,42.6,51.3,48.6
2011,MAIN,27,0.593,2.1,201.7,41.7,52,48.1
2011,MAIN,62,0.532,0.4,200.3,40.3,50.9,49
2011,MAIN,64,0.594,4.1,195.3,40.7,52.5,47.4
2011,MAIN,2,1,10,179,36.5,53.4,46.6
2011,MAIN,1,1,6,208,42,54.8,45.2
2011,MAIN,69,0.58,1.6,198.8,42,50.2,49.8
2011,MAIN,14,0.714,1.9,196.1,44.3,52.9,47.1
2011,MAIN,63,0.619,3.9,197.5,41.6,50.7,49.1
2011,MAIN,66,0.545,1,199.5,40.4,50.3,49.7
2011,MAIN,1,1,8,222,46,52.2,47.8
2011,MAIN,70,0.471,1.6,196.2,38.8,52.1,48
2011,MAIN,69,0.594,3.5,200.4,44,50.4,49.5
2011,MAIN,49,0.612,4.4,192.3,38.5,51,49
2011,MAIN,14,0.786,6.1,202.1,41.6,50.8,49.1
2011,MAIN,9,0.778,5.8,194.2,42.9,54.1,45.8
2011,MAIN,7,0.714,5.4,207.4,43,47.5,52.5
2011,CREW,67,0.612,5,200.3,42.6,50.8,49.3
2011,CREW,56,0.607,3.3,202.8,40,50.7,49.4
2011,CREW,57,0.649,3.4,197,42.6,50,50.1
2011,CREW,68,0.676,4,201,42.7,52.3,47.7
2011,CREW,57,0.614,3.5,202.7,42.5,51.4,48.8
2011,CREW,61,0.607,4.4,194.2,39.8,49.9,50.1
2011,CREW,47,0.638,3.6,200,41.7,51.8,48.1
2011,CREW,59,0.508,-0.2,200.1,42.8,50.4,49.6
2011,CREW,63,0.587,3,200.9,42.2,51.5,48.6
2011,CREW,3,0.667,8.3,200.3,40.7,46.7,53.2
2011,CREW,53,0.698,5.8,201.2,42.9,50.4,49.6
2011,CREW,59,0.61,4.7,196.7,39,51.8,48.2
2011,CREW,65,0.538,2.2,197.2,42.1,50.5,49.6
2011,CREW,64,0.641,5.6,197,41.7,51.9,48
2011,CREW,1,1,20,198,46,45.7,54.3
2011,CREW,58,0.466,-0.5,196.9,41,51,49.1
2011,CREW,8,1,15.9,202.4,43.1,48.4,51.6
2011,CREW,59,0.627,3.3,202.4,42,51.5,48.5
2011,CREW,41,0.61,3.9,196.9,40.4,52,47.9
2011,CREW,68,0.676,3.9,199.6,40.9,52,48
2011,CREW,58,0.621,2.6,199.8,41,50.8,49.2
2011,CREW,63,0.635,3.9,198.4,42.2,50.7,49.2
2011,CREW,9,0.444,5.4,197.7,40.2,54.4,45.6
2011,CREW,57,0.596,3.1,199,40.7,51.2,48.9
2011,CREW,61,0.639,3.9,199.5,40.7,51.9,48
2011,CREW,8,0.75,8.3,192,38.1,53.8,46.3
2011,CREW,71,0.521,1.4,196.4,41.8,51.5,48.6
2011,CREW,66,0.47,1.7,197.8,41.1,51.6,48.4
2011,CREW,63,0.571,1.8,198,41.2,51.4,48.6
2011,CREW,61,0.754,5.5,203,39.9,51.3,48.8
2011,CREW,61,0.656,4.6,198.6,40.4,52,47.9
2011,CREW,70,0.571,1.9,196.8,42.4,50.4,49.7
2011,CREW,50,0.7,4.7,200.4,41.8,50.3,49.8
2011,CREW,61,0.59,2.1,198.1,42.3,50.2,49.7
2011,CREW,64,0.609,3.2,197.8,40.5,50.5,49.5
2011,CREW,68,0.632,3.2,204.8,39.9,50.9,49.1
2011,CREW,71,0.592,1.2,198.6,41.1,50.6,49.3
2011,CREW,8,0.5,-1.5,212,44.1,48.5,51.6
2011,CREW,7,0.857,10,202.6,44.3,50.3,49.7
2011,CREW,59,0.61,2.8,195.2,40.5,51.6,48.3
2011,CREW,66,0.636,3.4,201.3,42.2,49.5,50.5
2011,CREW,52,0.481,1.8,196.5,40.3,52.4,47.6
2011,CREW,43,0.628,4,200.7,40.9,52.7,47.4
2011,CREW,56,0.554,3.2,199.3,41.8,50.8,49.1
2011,CREW,65,0.554,1.8,197.9,39.6,50.9,49
2011,CREW,8,0.5,0,214.5,47.1,49.6,50.4
2011,CREW,58,0.569,3.2,199.8,43.9,50.4,49.6
2011,CREW,59,0.559,1.4,196.5,42.2,49.7,50.2
2010,MAIN,44,0.523,1.1,199.5,41.6,49.5,50.4
2010,MAIN,59,0.644,2.8,207.5,41.1,52.5,47.5
2010,MAIN,59,0.61,4,199.1,42.4,50.7,49.2
2010,MAIN,70,0.571,1.7,201.1,42.1,50.7,49.3
2010,MAIN,9,0.444,-0.8,191.9,38.9,52,48
2010,MAIN,1,1,9,175,44,47.7,52.3
2010,MAIN,63,0.635,4.5,201.8,42.2,51,48.9
2010,MAIN,61,0.557,1,197.3,40.9,50.1,49.9
2010,MAIN,22,0.591,4.4,200.5,41,50.2,49.9
2010,MAIN,61,0.59,2.6,201.4,42.6,51.5,48.5
2010,MAIN,61,0.59,2.7,201.9,41.7,50.4,49.6
2010,MAIN,11,0.545,-0.5,201.3,42.5,51.1,49
2010,MAIN,2,0,-5.5,185.5,41.5,48.2,51.8
2010,MAIN,61,0.525,0.7,200.1,41.8,49.6,50.3
2010,MAIN,60,0.633,4.3,201.8,40.4,51.7,48.1
2010,MAIN,61,0.557,0.3,199.7,39.6,52.2,47.7
2010,MAIN,29,0.552,2.8,205.9,41.8,51.5,48.6
2010,MAIN,55,0.582,2.3,193.1,40.3,50.4,49.5
2010,MAIN,4,0,-9.8,197.8,41.5,54.2,45.8
2010,MAIN,66,0.667,5.8,201.2,39.9,50.7,49.2
2010,MAIN,66,0.636,4.1,202.7,43.7,50,50
2010,MAIN,68,0.632,4.1,199.8,41.6,51.6,48.4
2010,MAIN,69,0.58,2.9,200.3,43.8,51.4,48.6
2010,MAIN,8,0.75,4.9,210.1,43.3,49.9,49.9
2010,MAIN,14,0.643,5,202.6,41.4,54.7,45.2
2010,MAIN,63,0.571,1.5,202.1,42.7,51.5,48.4
2010,MAIN,16,0.5,0,196,41.6,53.2,46.9
2010,CREW,66,0.515,-0.1,198.5,41.8,50.9,49
2010,CREW,28,0.679,6.3,199.5,42.4,51,49
2010,CREW,6,1,8,196.7,40.2,52.2,47.7
2010,CREW,59,0.661,4.7,197.6,41.2,51.8,48.1
2010,CREW,63,0.619,3.8,204.3,40.7,51.8,48.1
2010,CREW,55,0.582,1.5,198.3,42.5,51.4,48.7
2010,CREW,63,0.54,1,198.2,40.2,51,48.9
2010,CREW,38,0.632,3.8,199.8,40.6,52.2,47.8
2010,CREW,63,0.619,4,202,43.6,51.2,48.7
2010,CREW,68,0.574,3.3,197.5,41.2,50,50
2010,CREW,49,0.633,4.1,201,39.5,51,48.9
2010,CREW,64,0.656,4.3,198.8,42.4,51.2,48.9
2010,CREW,64,0.547,0.8,198.1,40,51.2,48.8
2010,CREW,73,0.507,1.1,201.1,43,50.1,49.9
2010,CREW,71,0.549,2.4,197.2,41.5,51,49
2010,CREW,60,0.633,2.6,200.7,40,51.1,48.8
2010,CREW,6,0.833,6.3,211,47.7,54.2,45.8
2010,CREW,56,0.679,2.1,206.6,41.6,51.9,48
2010,CREW,6,0.667,5.7,203,43.2,48.2,51.7
2010,CREW,67,0.627,5.1,205,42.1,50.5,49.6
2010,CREW,37,0.703,4.1,197.3,41.4,52.7,47.4
2010,CREW,71,0.577,2.6,200.1,40.6,50.8,49.2
2010,CREW,6,0.667,2.7,196,46.5,50.9,49.1
2010,CREW,54,0.519,0.2,202,41.5,50.6,49.5
2010,CREW,6,0.667,2.5,199.8,39.7,53.3,46.6
2010,CREW,66,0.591,2.4,205.5,41.2,50.9,49.2
2010,CREW,67,0.642,3.7,205.6,43,52.2,47.7
2010,CREW,67,0.597,3.2,204.1,42.6,51.4,48.5
2010,CREW,50,0.52,0.5,199.6,41,50.2,49.9
2010,CREW,39,0.641,2.9,193.3,42.9,48.7,51.4
2010,CREW,63,0.54,-0.9,200.1,41,50.7,49.4
2010,CREW,63,0.635,3.3,202.7,40.9,50.3,49.8
2010,CREW,71,0.535,2.5,199.6,42.1,51.7,48.3
2010,CREW,63,0.651,4.5,200.7,42.9,50.9,49.1
2010,CREW,1,1,9,221,43,46.5,53.5
2010,CREW,6,0.667,-0.2,205.5,46.8,51.3,48.8
2010,CREW,60,0.6,4.5,202.3,41.7,49.8,50
2010,CREW,70,0.6,3,202.7,42,50.9,49.1
2010,CREW,60,0.5,1.9,201.8,42.3,50.8,49.3
2010,CREW,64,0.641,4.5,203.3,42.5,50.3,49.7
2010,CREW,6,0.5,-0.2,206.8,43.3,48.5,51.6
2010,CREW,51,0.608,2,196.8,40.9,51.6,48.5
2010,CREW,55,0.727,4.7,201.9,43.4,53.1,46.9
2010,CREW,60,0.6,2.4,199,42.1,50.6,49.3
2010,CREW,68,0.529,3.8,202.7,41.1,50.9,49.2
2010,CREW,52,0.481,-1.6,201,41,50.7,49.3
2010,CREW,67,0.612,2.8,198.2,40.7,49.6,50.4
2010,CREW,7,0.714,7.3,197.6,42.3,49,51
2010,CREW,68,0.544,2.3,202.3,43,50.4,49.5
2009,CREW,58,0.638,3.2,196.4,41.8,51,49.1
2009,MAIN,2,1,15.5,190.5,37.5,52,48
2009,CREW,61,0.541,0.4,198.4,42.3,50.6,49.5
2009,MAIN,7,0.857,15.6,198.1,40.3,49.6,50.3
2009,MAIN,41,0.488,-0.8,196.7,42.8,50.7,49.2
2009,MAIN,55,0.6,2.8,200.3,43,50.3,49.7
2009,CREW,50,0.58,2.5,200.1,41.9,49.7,50.3
2009,CREW,70,0.557,1.1,202.4,42.1,52.6,47.5
2009,CREW,47,0.447,-1.7,199.2,40.7,51.1,48.8
2009,MAIN,68,0.588,3,200.4,41.2,50,50
2009,CREW,59,0.593,2.3,195.3,38.4,49.5,50.5
2009,CREW,59,0.695,5.1,200.9,40.4,51.7,48.4
2009,MAIN,7,0.857,4.3,213.4,43.9,52.4,47.5
2009,CREW,57,0.561,2.7,200.5,44.2,50.6,49.4
2009,CREW,56,0.696,4.8,196.2,41.1,51.6,48.3
2009,CREW,25,0.6,1.7,189.3,43.9,51.8,48.3
2009,MAIN,35,0.543,2.2,198.9,43,50.6,49.3
2009,MAIN,67,0.642,3.6,202.8,43,50.7,49.3
2009,CREW,71,0.662,4.6,202.5,43.2,50.2,49.7
2009,MAIN,64,0.578,3.8,197.4,41.4,51.9,48.1
2009,CREW,52,0.712,5.4,199.5,44.1,50.7,49.4
2009,CREW,46,0.478,0.7,201.5,41.3,50.4,49.6
2009,CREW,60,0.6,3.9,200.6,43.1,51,48.8
2009,CREW,69,0.638,4.1,198.5,39.2,51.9,48.2
2009,MAIN,60,0.733,6.1,200.3,41.2,51.7,48.4
2009,CREW,46,0.609,1.6,195.7,42.8,51.3,48.7
2009,MAIN,1,0,-15,169,36,55.6,44.4
2009,CREW,41,0.732,5.7,202.8,41.2,52.4,47.7
2009,CREW,62,0.694,5,195.1,41.5,51.1,48.9
2009,MAIN,4,0.5,4.8,204.8,43.3,50.8,49.1
2009,CREW,67,0.687,4.2,199.1,42.6,51.5,48.4
2009,MAIN,2,0.5,-5,208,38,46.1,53.9
2009,CREW,57,0.649,4.2,200.4,43.1,52.1,47.8
2009,MAIN,65,0.662,4.4,204.6,44.2,51.2,48.7
2009,MAIN,63,0.524,0.6,198.4,42.3,51.4,48.7
2009,CREW,39,0.487,2.1,201.6,43.1,49.1,50.9
2009,MAIN,21,0.571,2.1,193.3,41.6,51.2,48.9
2009,CREW,57,0.579,3.3,200.2,43.2,51.9,48.2
2009,MAIN,59,0.712,5.3,195.9,39,51.6,48.5
2009,CREW,59,0.576,2.8,195.3,40.9,50.7,49.4
2009,MAIN,2,0.5,-2,192,47.5,46.3,53.7
2009,CREW,62,0.532,2.6,205.6,43.8,50.7,49.2
2009,MAIN,2,1,7.5,189.5,46,51.1,48.9
2009,CREW,56,0.571,2.9,197.2,41.5,50.3,49.7
2009,CREW,53,0.491,3.2,204.2,43.7,50.4,49.6
2009,MAIN,1,1,2,184,36,52.8,47.2
2009,CREW,64,0.609,3.3,195.8,42,50.6,49.4
2009,CREW,64,0.719,4.8,199.5,41.4,51.7,48.3
2009,CREW,52,0.654,4.2,200,40.3,51.1,49
2009,MAIN,66,0.591,2.8,201.4,40.5,49.5,50.6
2009,CREW,60,0.667,5.6,202.2,43.2,51.1,48.9
2009,CREW,36,0.472,-1.4,203.5,43.3,50.8,49.3
2009,MAIN,54,0.574,2.4,200,41.9,50.8,49.2
2009,MAIN,66,0.591,2.9,201,44.1,49.9,50.2
2009,CREW,65,0.646,3.8,204.2,39.7,50.3,49.7
2009,CREW,56,0.661,4,199.1,41.4,51.3,48.7
2009,CREW,57,0.649,4.3,202.5,42.3,51.8,48.1
2009,CREW,65,0.631,3.9,198.8,43.4,51.2,48.8
2009,MAIN,69,0.609,3.5,198.5,41.1,52.8,47.3
2009,CREW,44,0.636,4.2,197.7,40.3,52.3,47.8
2009,MAIN,69,0.623,3.3,203.2,44,51.7,48.3
2009,CREW,59,0.576,3,202.4,40.7,51.4,48.6
2009,MAIN,48,0.563,2.7,202.1,41.8,52,47.9
2009,CREW,15,0.733,4.3,199.7,41.9,50.6,49.5
2009,CREW,53,0.585,2.2,202.5,43.5,51.3,48.8
2009,MAIN,62,0.645,3.6,195.3,38.8,51.5,48.4
2009,MAIN,67,0.597,4.9,200.9,43.1,50.6,49.4
2009,CREW,52,0.538,2.8,204.4,43.2,50.8,49.2
2009,MAIN,1,0,-1,211,51,49,51
2009,MAIN,35,0.543,2.3,200.7,43.2,48.6,51.3
2009,CREW,32,0.656,4.7,201.6,43.8,51.5,48.4
2009,CREW,59,0.559,1,199.9,42.8,50.4,49.5
2009,CREW,62,0.694,5,201,42.8,48.8,51.2
2009,CREW,62,0.484,2.1,201.3,42.8,49.9,50.2
